411048 2015 2016 AVG 14.86
411138 1995 1995 AVG unknown
411048 2015 2015 AVG 12.2
411048 2016 2016 AVG 16.6333
411000 1980 1990 AVG unknown
411000 1973 1973 AVG 0.54
